Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm,target_Au,is_synthetic,Au_ppm,East,North,Level
0.159,3.44,3.7899999999999996,201.27999999999997,0.48,0.05,1.01,0.01,15.020000000000001,5.5,24.189999999999998,6.279999999999999,15.129999999999997,2.26,8.339999999999998,0.07,0.75,1.0,6.499999999999999,0.7199999999999999,288.25,2.2700000000000005,0.28,2.37,4.879999999999999,306.3399999999999,3.44,68.22000000000001,0.001,0.19999999999999998,4.24,6.180000000000001,0.5,0.74,56.119999999999976,0.16999999999999998,0.066,1.8700000000000003,0.18,0.4600000000000001,0.37,77.70999999999998,1.5499999999999998,5.539999999999999,29.15,19.33,0,0,0.01,5338.0,6092.0,1214.0
0.421,4.6,5.0,210.37000000000006,0.54,0.07,6.440000000000001,0.11,21.32,14.319999999999999,18.63,8.31,9.53,3.48,9.4,0.08,0.8,1.1,11.52,1.06,1024.1299999999997,0.91,0.2899999999999999,2.4700000000000006,10.31,391.50999999999993,21.4,56.57999999999999,0.001,0.05,7.290000000000002,10.28,0.5,0.42999999999999994,71.36000000000003,0.19,0.025,1.5200000000000002,0.23000000000000004,0.49,0.54,105.52000000000002,0.6000000000000001,6.79,51.050000000000004,82.55999999999997,0,0,0.015,9512.361,5371.409,1342.289
0.033,7.21,3.27,771.7100000000002,1.73,0.06,0.48,0.12,52.52000000000001,0.74,2.2,4.32,1.3,1.29,14.109999999999998,0.07,2.7799999999999994,2.9700000000000006,29.07,0.09,258.02000000000004,0.33999999999999997,1.97,7.320000000000001,0.76,94.61999999999998,17.409999999999997,130.99999999999997,0.001,0.005,4.279999999999999,2.0299999999999994,0.5,1.73,92.95000000000002,0.9500000000000001,0.025,20.470000000000002,0.05,0.8,4.66,1.92,1.08,18.299999999999997,20.130000000000003,70.29000000000002,0,0,0.0025,13043.0,437.0,1237.0
0.813,5.05,45.99999999999999,163.14999999999995,0.5900000000000001,0.05,0.41999999999999993,0.06,19.08,15.599999999999996,26.22,2.3,31.329999999999995,4.02,10.750000000000002,0.025,1.9400000000000002,0.6800000000000002,8.339999999999998,1.13,612.3999999999997,7.530000000000001,1.2,3.9900000000000007,16.180000000000003,907.68,8.980000000000002,38.64999999999999,0.001,0.05,3.0700000000000003,8.589999999999998,0.5,0.6000000000000001,203.8499999999999,0.22,0.025,2.49,0.26,0.51,0.86,92.80999999999997,0.81,8.39,63.26,69.76000000000003,0,0,0.005,7502.394,7983.141,1014.0
1.051,0.81,21.069999999999997,41.419999999999995,0.19999999999999998,0.05,2.2,0.26,3.95,3.9299999999999997,21.579999999999995,2.9600000000000004,11.140000000000002,1.26,2.5200000000000005,0.025,0.1,0.16999999999999998,2.4,0.2899999999999999,715.1900000000003,1.26,0.02,0.30999999999999994,2.37,65.48000000000002,27.78,12.2,0.001,0.005,21.050000000000004,1.7099999999999997,0.5,0.9500000000000001,28.270000000000003,0.025,0.025,0.30999999999999994,0.02,0.14,0.18,17.820000000000004,0.1,1.72,31.289999999999996,5.43,0,0,0.081,9425.0,6697.0,1496.0
0.298,3.2399999999999998,18.98,443.29,0.55,0.05,0.15,0.05,16.089999999999996,5.670000000000001,15.319999999999999,5.02,5.700000000000001,2.3799999999999994,6.610000000000002,0.09,0.8500000000000001,1.79,7.0699999999999985,0.63,438.2799999999999,0.33,0.06,2.09,3.9699999999999998,261.75000000000006,3.7,140.59999999999997,0.001,0.005,64.59000000000003,6.14,0.5,0.9500000000000001,47.87,0.18,0.025,1.45,0.19,2.0499999999999994,0.37,62.2,1.29,5.15,36.74999999999999,32.99,0,0,0.012,7280.813,7626.337,1206.779
0.4580000000000001,1.0,1.5900000000000003,81.29000000000003,0.30999999999999994,0.05,0.15,0.23000000000000004,2.86,1.4199999999999997,20.339999999999996,1.5200000000000002,4.83,0.61,1.79,0.1,0.1,0.28,1.3,0.04,114.86000000000001,5.32,0.02,0.11,2.72,28.520000000000003,3.48,25.17000000000001,0.001,0.005,12.450000000000001,0.8500000000000001,0.5,0.19999999999999998,11.639999999999999,0.025,0.025,0.09,0.01,0.19999999999999998,0.05,16.32,0.1,0.64,15.219999999999999,2.6800000000000006,0,0,0.0025,3981.282,6312.947,637.0
0.052,6.490000000000002,0.7,868.6199999999997,1.8700000000000003,0.06,0.23000000000000004,0.08,61.86000000000001,0.48,1.8599999999999999,1.73,1.44,1.25,14.799999999999997,0.05,2.5300000000000002,3.2800000000000002,32.54,0.05,412.39000000000016,0.53,2.73,6.300000000000001,0.8800000000000001,89.50999999999996,6.77,146.29999999999998,0.001,0.005,0.97,8.13,0.5,2.9299999999999997,107.56,0.57,0.025,16.160000000000004,0.05,0.9799999999999999,3.32,3.0300000000000002,0.11,16.68,23.11,71.80999999999999,0,0,0.0025,6539.0,7750.0,975.0
0.01,7.450000000000001,21.33,485.01999999999987,1.8399999999999999,0.16,0.45000000000000007,0.05,70.64000000000001,11.949999999999996,48.059999999999995,8.530000000000001,18.589999999999996,4.64,19.04,0.16999999999999998,3.1899999999999995,2.73,35.95000000000001,0.8400000000000001,459.53999999999996,0.8800000000000001,0.12,19.58,23.189999999999998,696.3099999999997,4.63,147.23000000000005,0.001,0.01,8.280000000000001,15.409999999999997,1.02,2.45,48.499999999999986,1.26,0.094,12.93,0.54,1.15,2.9199999999999995,106.4,1.37,30.069999999999997,35.099999999999994,132.38,0,0,0.0025,13551.816,7643.218,1460.51
0.625,0.83,198.77,32.74,0.14,0.06,0.01,0.07,11.329999999999998,0.37,35.25,0.9500000000000001,4.25,0.86,2.0299999999999994,0.025,0.39,0.32,5.869999999999999,0.01,63.59999999999999,0.87,0.02,1.9499999999999997,1.79,58.03999999999999,41.459999999999994,18.589999999999996,0.001,0.01,8.99,1.17,0.5,0.51,5.219999999999999,0.14,0.025,1.4100000000000001,0.07,0.19999999999999998,0.19999999999999998,9.479999999999999,0.81,1.7400000000000002,5.920000000000001,10.44,0,0,0.0025,4625.0,7866.0,315.0
0.063,9.539999999999997,4.6499999999999995,467.6500000000002,0.8800000000000001,0.05,5.71,0.14,27.789999999999996,20.909999999999997,35.32000000000001,1.9799999999999998,42.86,5.720000000000001,22.98,0.07,3.59,0.94,13.979999999999997,2.16,797.5299999999999,1.3,2.6899999999999995,6.570000000000001,15.319999999999999,1164.0399999999995,14.96,15.809999999999997,0.001,0.005,4.86,20.880000000000003,0.5,1.04,580.44,0.4,0.025,2.8699999999999997,0.63,0.13,0.8200000000000001,178.49,0.38,14.019999999999996,109.74000000000002,128.39,0,0,0.005,10803.614,9687.717,1408.0
274.4340000000001,5.529999999999999,4980.71,172.41999999999996,1.01,149.70000000000002,0.87,99.28000000000003,29.639999999999997,2619.749999999999,40.25,6.880000000000002,10999.999999999993,11.920000000000002,18.76,0.15,1.33,0.86,14.96,0.78,749.2,4.78,0.18,5.33,40.75000000000001,580.0099999999999,5085.2,48.15999999999999,0.002,7.3999999999999995,546.78,12.110000000000001,10.64,19.069999999999997,60.779999999999994,0.32,21.999000000000002,4.6,0.2899999999999999,0.81,0.75,94.09999999999998,1.19,9.880000000000003,10999.999999999993,68.99,1,0,16.681,13083.354,7638.403,1385.0
0.881,8.02,844.1599999999999,708.1300000000001,1.25,0.05,0.05,1.07,55.849999999999994,3.0700000000000003,6.809999999999998,4.24,12.720000000000002,2.0499999999999994,14.279999999999998,0.09,1.08,3.8599999999999994,31.269999999999992,0.19999999999999998,210.46000000000006,2.1500000000000004,0.07,7.890000000000001,1.73,358.47000000000014,162.56000000000006,204.62,0.001,0.01,8.729999999999999,4.73,0.5,1.58,6.519999999999998,0.81,0.025,14.81,0.19,1.6599999999999997,2.18,35.21,1.22,11.89,121.00000000000003,28.610000000000007,0,0,0.018,4183.024,7636.848,196.69
0.166,1.8999999999999997,14.329999999999998,86.44999999999999,0.24,0.005,0.09,0.05,5.05,3.33,15.099999999999998,2.72,3.59,1.33,4.05,0.025,0.4699999999999999,0.55,2.75,0.37,336.64000000000004,0.55,0.02,1.1,2.6800000000000006,337.68000000000006,3.29,36.1,0.001,0.005,8.589999999999998,3.71,0.5,0.1,7.690000000000001,0.08,0.025,0.81,0.12,0.48,0.28,44.940000000000005,0.63,2.45,17.74,21.730000000000004,0,0,0.009,8373.013,6836.033,1391.239
0.13,8.909999999999998,2.88,524.73,0.97,0.05,4.3999999999999995,0.12,40.78999999999999,19.690000000000005,33.96,2.08,23.62,4.94,20.59,0.12,3.52,1.23,19.229999999999997,2.0599999999999996,862.74,1.11,2.0599999999999996,7.1899999999999995,11.949999999999996,1120.4500000000003,11.46,31.329999999999995,0.001,0.005,3.1899999999999995,19.92,0.5,1.25,493.0200000000001,0.44,0.025,4.16,0.57,0.35,1.2,149.37999999999994,0.6599999999999999,21.129999999999995,88.14,107.95,0,0,0.0025,6383.0,7480.0,975.0
23.615000000000002,0.67,1319.8999999999996,92.61,0.14,74.06000000000003,0.02,0.16999999999999998,6.519999999999998,0.65,15.180000000000001,0.42999999999999994,335.4800000000001,1.48,1.82,0.025,0.05,0.36,3.1700000000000004,0.04,45.86999999999999,21.440000000000005,0.01,0.21,1.03,49.81999999999999,90.22,14.839999999999996,0.001,0.1,93.47000000000003,0.5900000000000001,0.5,3.32,2.73,0.025,2.727,0.4600000000000001,0.01,0.1,0.41999999999999993,13.600000000000001,3.48,1.0,21.819999999999993,0.25,0,0,0.054,5756.057,3348.502,1143.0
0.105,8.46,2.19,150.76999999999995,0.99,0.33999999999999997,2.7799999999999994,0.1,62.39999999999997,1.97,18.72,7.690000000000001,1.5200000000000002,2.18,16.529999999999998,0.19999999999999998,0.77,1.2400000000000002,34.459999999999994,0.87,379.24,0.6599999999999999,2.54,9.52,8.280000000000001,476.13,61.080000000000005,87.19999999999999,0.001,0.02,4.24,9.839999999999998,0.5,1.7600000000000002,158.38000000000005,0.69,0.251,8.250000000000002,0.35,0.99,1.54,91.97000000000003,1.02,25.649999999999995,19.4,19.209999999999997,0,0,0.071,13415.978,7867.289,1457.0
1.184,6.27,148.15,419.1599999999999,0.6800000000000002,0.25,0.19999999999999998,0.23000000000000004,13.460000000000003,3.38,19.36,9.79,35.879999999999995,3.12,16.829999999999995,0.025,1.32,2.49,7.890000000000001,0.42999999999999994,196.22999999999996,39.34000000000001,0.1,3.2399999999999998,3.76,498.97,9.9,157.05,0.001,0.05,5.11,12.05,1.0,1.7400000000000002,19.5,0.19999999999999998,0.138,3.01,0.21,0.8400000000000001,0.6800000000000002,112.21999999999998,2.8,7.110000000000002,84.27999999999997,43.78999999999999,0,0,0.072,5474.0,6817.0,1095.0
0.9040000000000001,3.62,6.279999999999999,356.64000000000004,0.36,0.06,1.5200000000000002,0.08,13.569999999999999,8.440000000000001,29.520000000000003,2.19,40.32999999999999,3.4499999999999997,8.48,0.05,0.76,0.76,8.48,0.94,700.9499999999998,3.1500000000000004,0.48,2.4200000000000004,7.110000000000002,360.73,12.95,41.489999999999995,0.001,0.06,16.08,8.15,1.06,0.94,125.12000000000005,0.19999999999999998,0.576,1.6699999999999997,0.19,0.37,0.83,70.29999999999998,1.09,7.690000000000001,44.60000000000001,20.219999999999995,0,0,0.078,4539.081,6498.288,892.0
1.4579999999999997,2.7799999999999994,53.63999999999999,156.46999999999997,0.48,0.05,0.09,0.1,9.839999999999998,7.260000000000001,24.14999999999999,6.46,8.689999999999998,2.6400000000000006,6.490000000000002,0.07,0.94,1.07,3.7899999999999996,0.28,508.3600000000001,4.58,0.03,2.21,4.14,358.88,18.499999999999996,65.36000000000001,0.001,0.005,30.340000000000003,5.849999999999999,0.5,0.53,12.779999999999998,0.12,0.025,1.4199999999999997,0.18,0.8,0.48,47.53000000000001,0.91,4.709999999999999,32.589999999999996,37.61000000000001,0,0,0.009,7744.797,7279.979,1228.0
0.41500000000000004,2.49,38.92,260.44000000000005,0.32,0.05,0.03,0.05,5.379999999999999,1.9099999999999997,9.990000000000002,2.24,3.0700000000000003,1.3599999999999999,5.210000000000001,0.025,0.53,1.09,2.8300000000000005,0.11,401.9699999999999,4.129999999999999,0.02,1.53,1.14,230.43000000000004,6.809999999999998,66.89999999999999,0.001,0.005,3.0,2.5200000000000005,0.5,0.9799999999999999,7.150000000000001,0.11,0.025,1.7099999999999997,0.07,0.81,0.41999999999999993,35.43,1.02,2.0200000000000005,5.9399999999999995,14.509999999999998,0,0,0.023,5539.0,8339.0,585.0
0.005,0.54,2.72,60.039999999999985,0.16999999999999998,0.005,33.42,0.05,8.530000000000001,1.46,12.099999999999998,1.13,10.86,0.9599999999999999,1.16,0.06,0.18,0.1,5.34,0.13,7060.9200000000055,0.05,0.02,0.39,5.749999999999999,78.01999999999997,1.8700000000000003,5.32,0.001,0.005,3.9999999999999996,8.379999999999999,1.0,0.1,229.94000000000005,0.025,0.025,0.22,0.03,0.09,0.1,14.88,0.48,16.139999999999997,4.619999999999999,4.42,0,0,0.0025,6397.0,9029.0,565.0
0.099,9.6,3.9000000000000004,1073.1899999999998,1.4300000000000002,0.14,1.34,0.07,33.18999999999999,18.209999999999997,20.049999999999997,26.35,21.67,5.15,26.199999999999996,0.14,0.99,2.8999999999999995,14.199999999999998,1.18,527.88,0.18,0.74,8.000000000000002,7.550000000000001,574.6400000000002,10.54,125.64999999999998,0.001,0.07,1.88,20.560000000000002,1.0,1.45,201.14999999999998,0.56,0.138,3.7200000000000006,0.58,0.97,1.0,183.54000000000002,1.27,11.920000000000002,51.10000000000001,44.67000000000001,0,0,0.0025,5051.42,6403.026,1236.0
0.9179999999999999,2.1,2.2199999999999998,140.13999999999993,0.4600000000000001,0.005,0.4600000000000001,0.05,8.469999999999999,4.35,27.069999999999997,2.66,4.44,1.32,3.3899999999999997,0.025,0.53,0.58,3.6600000000000006,0.26,649.3900000000001,0.39,0.16999999999999998,1.13,4.989999999999999,275.38,4.8,48.78,0.001,0.005,39.62,3.9800000000000004,0.5,0.4,30.250000000000007,0.09,0.025,0.6599999999999999,0.11,0.53,0.19999999999999998,32.150000000000006,0.6599999999999999,3.5099999999999993,21.71,15.949999999999998,1,0,0.771,6504.192,7831.845,933.0
0.175,6.24,0.67,727.8899999999998,2.1100000000000003,0.32,1.06,0.16,42.93,1.3899999999999997,4.01,5.52,3.9000000000000004,1.7400000000000002,15.66,0.06,3.0599999999999996,2.21,20.36,0.64,585.2399999999998,0.4,0.97,11.620000000000001,1.11,199.21999999999997,35.13000000000001,145.35000000000002,0.001,0.005,1.04,2.66,0.5,2.55,80.96000000000001,0.83,0.025,9.05,0.06,1.09,2.5699999999999994,6.950000000000001,0.41999999999999993,17.96,73.91999999999997,77.40000000000003,0,0,0.0025,6343.723,8516.412,617.0
0.083,5.59,1.29,165.35000000000005,0.94,0.15,0.5900000000000001,0.26,39.580000000000005,1.0,4.3100000000000005,1.85,2.9700000000000006,0.61,11.420000000000002,0.07,2.13,1.16,22.04,0.08,538.7100000000003,0.5,3.0700000000000003,6.059999999999999,0.67,73.80999999999999,13.460000000000003,52.879999999999995,0.001,0.01,1.4,2.26,0.5,2.62,95.18999999999997,0.8,0.051,16.880000000000003,0.04,0.33999999999999997,5.01,3.6600000000000006,0.4,16.880000000000003,22.69,55.07999999999999,0,0,0.0025,5276.797,7056.298,920.0
0.189,7.13,5.01,1164.7899999999997,1.7400000000000002,0.12,1.46,0.1,53.38000000000001,2.25,43.629999999999995,5.73,8.1,2.31,19.009999999999998,0.06,2.6899999999999995,3.6500000000000004,28.270000000000003,0.08,278.18999999999994,4.66,1.4199999999999997,8.469999999999999,1.31,112.79999999999998,17.4,163.76,0.001,0.39,6.410000000000001,11.309999999999999,0.5,3.5399999999999996,386.0799999999999,0.8400000000000001,0.12,10.98,0.08,1.92,2.9600000000000004,4.15,0.9799999999999999,28.199999999999992,39.230000000000004,79.89000000000003,0,0,0.021,4684.098,6356.318,1010.0
0.018,0.28,0.1,198.22999999999996,0.1,0.05,35.029999999999994,0.35,56.93999999999998,4.82,0.5,1.02,9.160000000000002,1.01,1.46,0.06,0.1,0.05,28.190000000000005,0.16999999999999998,12274.540000000003,0.30999999999999994,0.01,0.19,0.1,38.040000000000006,8.220000000000002,3.2399999999999998,0.001,0.02,0.9500000000000001,1.8999999999999997,0.5,0.1,697.8699999999999,0.025,0.025,0.22,0.01,0.05,0.1,5.33,0.19,26.84,11.500000000000002,2.58,0,0,0.005,7032.841,8908.628,658.0
1.206,6.79,12.879999999999997,471.9300000000001,0.5,0.05,1.92,0.05,26.0,8.430000000000001,27.5,5.989999999999999,34.79999999999999,5.299999999999999,16.68,0.07,1.53,2.7699999999999996,16.340000000000003,1.82,873.7599999999998,4.530000000000001,0.56,3.8599999999999994,3.2000000000000006,638.7700000000002,8.620000000000001,217.1299999999999,0.001,0.42999999999999994,5.01,18.560000000000002,0.5,1.22,167.77000000000004,0.2899999999999999,0.784,2.8699999999999997,0.41000000000000003,2.0299999999999994,0.6599999999999999,133.11000000000007,1.3899999999999997,10.61,44.120000000000005,65.99999999999997,0,0,0.026,4649.203,6287.79,1064.0
0.197,6.849999999999998,259.21999999999997,474.5400000000002,1.37,0.05,0.04,0.22,50.84,4.43,1.99,28.080000000000002,9.86,2.8300000000000005,11.01,0.05,2.8199999999999994,2.6899999999999995,17.320000000000004,0.19,1033.3700000000001,1.14,0.05,6.6800000000000015,0.8200000000000001,370.4899999999999,64.36,132.15000000000003,0.001,0.01,6.660000000000002,7.65,0.5,1.7099999999999997,10.809999999999999,0.48,0.025,6.13,0.22,1.32,1.03,24.700000000000003,0.67,20.77,35.099999999999994,102.43999999999997,0,0,0.033,7343.085,8828.71,697.0
0.127,8.13,5.180000000000001,919.0500000000002,1.5,0.05,1.37,0.15,49.46000000000001,12.110000000000001,36.0,6.880000000000002,15.119999999999996,3.9699999999999998,21.85,0.09,3.01,3.0200000000000005,28.75,1.1,832.5100000000001,0.36,2.8400000000000003,7.580000000000001,11.079999999999998,950.4900000000002,13.299999999999999,140.94000000000005,0.001,0.005,2.7699999999999996,14.670000000000002,0.5,1.4700000000000002,315.45000000000005,0.63,0.025,9.59,0.44,1.29,2.1399999999999997,105.37999999999997,1.25,17.499999999999996,84.78999999999999,98.27999999999997,0,0,0.0025,5057.794,7710.406,563.0
30.871000000000006,1.72,9.179999999999998,142.37999999999997,0.65,0.05,12.18,0.11,7.550000000000001,2.7000000000000006,8.45,4.55,4.23,1.01,5.11,0.025,0.64,0.63,3.7200000000000006,0.32,1017.6700000000001,1.8000000000000003,0.02,0.8200000000000001,1.7800000000000002,140.57,7.880000000000001,44.889999999999986,0.001,0.12,23.82,2.5,1.07,0.41999999999999993,217.24000000000007,0.06,0.20600000000000002,0.78,0.07,0.42999999999999994,0.21,26.45,0.51,3.59,18.240000000000002,16.96,1,0,0.321,7444.054,7339.262,1281.0
3.7929999999999997,1.01,35.17,82.83999999999997,0.27,0.005,0.09,0.19999999999999998,2.13,2.26,12.7,2.4100000000000006,60.269999999999996,0.78,2.6000000000000005,0.12,0.2899999999999999,0.41999999999999993,0.89,0.08,206.25999999999996,4.380000000000001,0.02,0.55,1.73,86.93999999999997,11.489999999999998,34.57000000000001,0.001,0.07,23.940000000000005,1.85,0.5,0.5900000000000001,11.649999999999999,0.025,0.025,0.41999999999999993,0.03,0.33999999999999997,0.1,25.25,0.65,1.5900000000000003,7.2299999999999995,9.000000000000002,1,0,0.203,7338.0,6556.0,1276.0
0.14499999999999996,7.049999999999999,2.4,438.33000000000004,1.01,0.05,4.21,0.11,28.89,18.61,28.57999999999999,1.9799999999999998,22.099999999999998,5.46,19.770000000000003,0.19999999999999998,3.59,1.04,12.29,1.69,1007.2400000000001,1.2800000000000002,2.2199999999999998,8.23,10.939999999999998,984.03,10.48,11.840000000000002,0.001,0.005,1.12,14.929999999999998,0.5,1.19,374.85000000000014,0.51,0.025,3.52,0.48,0.24,1.3,167.17999999999998,0.74,16.730000000000004,92.47999999999999,137.20000000000002,0,0,0.0025,7434.0,7645.0,1241.0
0.295,2.07,34.84,74.74000000000002,0.36,0.005,10.9,0.07,17.27,5.89,16.999999999999996,2.9199999999999995,3.91,2.6800000000000006,4.97,0.05,0.51,0.48,9.14,0.9,2036.3200000000008,3.0500000000000003,0.01,2.3799999999999994,4.460000000000001,232.71999999999997,8.03,31.540000000000006,0.001,0.03,20.570000000000004,4.05,0.5,0.1,156.14,0.16,0.025,1.37,0.13,0.39,0.44,47.27000000000001,1.5200000000000002,6.24,44.889999999999986,12.279999999999998,0,0,0.017,8275.955,6903.998,1317.179
0.022,8.530000000000001,4.02,316.3199999999999,1.08,0.12,2.44,0.14,30.010000000000005,19.14,35.93000000000001,2.34,31.370000000000008,5.07,16.370000000000005,0.08,2.91,0.5900000000000001,12.840000000000003,2.54,725.2499999999997,0.53,2.73,6.1000000000000005,17.799999999999997,795.4099999999999,9.970000000000002,17.2,0.001,0.01,2.0499999999999994,20.6,0.5,1.02,616.3400000000001,0.37,0.025,3.1100000000000003,0.4600000000000001,0.42999999999999994,1.23,142.79000000000002,0.48,14.970000000000002,85.87999999999997,109.84999999999997,0,0,0.0025,9078.0,6711.0,1333.0
0.3,2.09,3.96,123.91999999999994,0.30999999999999994,0.005,4.09,0.06,8.879999999999999,3.3400000000000003,14.319999999999999,2.25,4.55,1.6100000000000003,3.7699999999999996,0.025,0.39,0.57,4.56,0.33,1088.1,0.78,0.21,1.26,2.81,213.78999999999996,4.6899999999999995,48.92,0.001,0.005,31.870000000000005,3.4499999999999997,0.5,0.44,51.970000000000006,0.09,0.025,0.76,0.1,0.51,0.21,31.149999999999995,0.64,4.129999999999999,19.910000000000004,11.739999999999998,0,0,0.014,6454.0,7701.0,937.0
0.264,9.56,9.4,558.09,1.14,0.07,3.48,0.07,39.14,15.66,19.130000000000003,7.849999999999999,45.02000000000001,4.91,23.089999999999996,0.12,1.8100000000000003,1.5100000000000002,16.420000000000005,1.33,775.3400000000003,2.59,2.21,7.690000000000001,7.959999999999999,1025.9399999999998,13.609999999999996,62.91000000000001,0.001,0.52,3.95,19.410000000000004,0.5,1.6100000000000003,433.19999999999993,0.56,0.189,3.29,0.54,1.12,1.11,172.45000000000005,1.09,16.219999999999995,69.85999999999999,55.23000000000001,0,0,0.024,3936.495,6142.107,599.0
0.348,3.0200000000000005,35.76,160.38999999999993,0.4600000000000001,0.05,0.02,0.06,8.79,1.6399999999999997,11.049999999999999,3.1500000000000004,4.119999999999999,1.32,5.77,0.09,0.86,1.35,4.58,0.1,145.94,2.44,0.04,1.75,1.29,241.8400000000001,35.91,92.35000000000004,0.001,0.005,8.589999999999998,3.1899999999999995,0.5,3.2800000000000002,5.82,0.15,0.025,2.28,0.09,1.07,0.55,29.38,0.97,2.76,25.490000000000002,26.66,0,0,0.025,5650.0,8191.0,643.0
1.124,9.079999999999998,32.88,498.24999999999994,1.17,0.05,2.5300000000000002,0.19,26.389999999999997,16.640000000000004,35.029999999999994,3.23,25.890000000000008,4.879999999999999,19.259999999999998,0.13,1.35,1.35,12.48,2.29,1105.7799999999997,1.35,2.4200000000000004,7.159999999999999,11.89,924.0100000000003,23.759999999999998,38.56999999999999,0.001,0.04,3.44,16.33,0.5,1.34,371.47999999999985,0.4600000000000001,0.025,2.33,0.4600000000000001,0.5900000000000001,0.73,169.24,1.05,14.150000000000004,92.33000000000004,39.14,0,0,0.009,9768.449,3356.856,1483.869
0.021,7.67,2.8199999999999994,575.3099999999997,1.11,0.16,0.99,0.05,47.14,7.559999999999999,10.910000000000004,10.09,2.0499999999999994,2.56,17.660000000000004,0.11,1.9400000000000002,1.99,23.61,0.74,304.78000000000003,0.41000000000000003,2.86,7.150000000000001,3.9800000000000004,569.7899999999997,10.98,88.29000000000002,0.001,0.005,0.73,14.089999999999998,0.5,1.6599999999999997,454.78000000000003,0.61,0.025,6.77,0.3,1.07,1.8399999999999999,69.05000000000001,0.94,14.24,58.10000000000001,53.21,0,0,0.0025,6148.0,6960.0,1293.0
0.132,9.98,2.37,600.8299999999999,1.19,0.07,5.17,0.12,41.99,16.489999999999995,24.310000000000002,6.26,17.770000000000003,5.670000000000001,20.619999999999997,0.12,3.36,0.83,21.200000000000003,1.5900000000000003,854.8399999999999,1.4199999999999997,2.0499999999999994,6.180000000000001,9.95,949.0000000000001,11.729999999999999,43.599999999999994,0.001,0.01,4.41,20.68,0.5,1.01,456.96999999999997,0.48,0.025,5.32,0.5,0.32,1.6599999999999997,173.72000000000003,0.77,17.45,78.67999999999998,113.54000000000003,0,0,0.0025,8911.725,6276.022,1470.419
0.381,3.14,13.739999999999998,69.75,0.35,0.22,1.63,0.26,14.859999999999996,12.670000000000002,17.999999999999996,3.92,34.379999999999995,3.9399999999999995,10.269999999999998,0.1,0.6599999999999999,0.21,7.700000000000002,1.88,1296.2900000000002,0.7,0.12,1.7800000000000002,7.800000000000002,310.37999999999994,12.639999999999999,14.450000000000001,0.001,0.02,18.07,5.19,0.5,0.61,74.02,0.11,0.025,1.12,0.13,0.16,0.4699999999999999,64.12000000000002,0.58,5.989999999999999,102.07999999999996,32.03999999999999,0,0,0.0025,10924.817,6010.615,1523.0
0.167,1.16,4.129999999999999,60.82000000000002,0.44,0.05,0.86,0.08,4.47,2.28,26.71999999999999,1.16,3.41,1.6599999999999997,3.46,0.06,0.2899999999999999,0.21,1.8000000000000003,0.33999999999999997,797.3799999999997,0.53,0.05,0.73,2.31,118.18999999999997,6.740000000000002,13.620000000000003,0.001,0.005,45.24999999999999,2.48,0.5,0.44,16.58,0.05,0.025,0.56,0.05,0.13,0.1,21.679999999999996,0.51,1.8100000000000003,31.109999999999996,8.16,0,0,0.0025,6461.315,7685.196,951.059
0.148,7.759999999999999,3.5000000000000004,469.5299999999999,0.9200000000000002,0.11,4.01,0.23000000000000004,35.3,17.38,31.109999999999996,4.59,23.330000000000002,4.460000000000001,18.17,0.09,1.04,2.4700000000000006,15.710000000000003,1.8700000000000003,1130.0200000000004,0.27,1.63,7.029999999999999,9.23,1071.5699999999995,9.69,126.59000000000005,0.001,0.36,2.9700000000000006,18.91,0.5,1.3899999999999997,190.70999999999998,0.41999999999999993,0.129,2.85,0.4699999999999999,1.4,0.7,135.61999999999998,1.72,17.300000000000004,110.59999999999997,44.220000000000006,0,0,0.008,4272.918,6310.418,807.0
0.072,8.03,6.180000000000001,340.93999999999994,0.9799999999999999,0.05,2.9600000000000004,0.09,37.18,19.37,31.01,8.07,18.66,5.210000000000001,19.590000000000003,0.19,2.2700000000000005,1.56,17.29,2.0599999999999996,861.9800000000002,0.1,1.8399999999999999,6.58,9.93,981.5699999999998,8.339999999999998,59.09999999999999,0.001,0.05,1.07,18.990000000000002,0.5,1.31,405.9100000000001,0.4,0.025,3.4000000000000004,0.48,0.58,0.91,146.18000000000004,1.13,19.069999999999997,91.97999999999996,75.46000000000002,0,0,0.0025,6748.0,6734.0,1363.0
