East,North,Level,Au_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Rb_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zr_ppm,target_Au,Se_detectado,Te_detectado
5107.69,8315.03,362.0,0.009,8.62,24.2,563.61,1.95,0.15,1.2,0.05,44.78,10.32,29.76,18.71,4.07,17.89,0.08,1.34,2.75,18.44,2.58,614.17,0.26,0.04,12.67,18.39,867.15,125.46,0.58,2.52,11.33,0.5,1.2,51.38,0.65,0.025,5.26,0.57,1.02,0.65,135.86,3.56,10.18,55.06,0,0,0
5516.238,6887.632,1040.0,0.119,3.97,174.34,169.69,0.83,0.05,0.43,0.53,21.54,9.35,16.72,7.79,2.68,9.72,0.025,1.13,1.47,6.54,0.49,926.81,8.92,0.07,2.33,5.45,489.33,113.15,0.15,17.34,6.98,0.5,0.68,41.63,0.18,0.058,3.02,0.18,1.0,1.25,74.25,3.02,7.0,50.91,1,0,1
5515.665,6887.556,1040.0,0.056,2.24,1296.67,93.94,0.59,0.05,0.09,0.46,24.54,2.42,18.61,3.26,1.5,3.89,0.025,0.82,0.83,13.02,0.21,283.56,6.99,0.02,1.02,1.74,207.76,55.89,0.07,17.69,3.33,0.5,0.43,11.78,0.08,0.025,1.15,0.1,0.44,0.55,37.77,1.38,4.23,28.77,0,0,0
5730.094,6776.153,1121.78,0.867,1.5,23.72,68.78,0.38,0.05,0.02,0.15,3.69,1.67,26.99,2.99,1.2,2.99,0.025,0.33,0.55,1.87,0.06,93.54,7.4,0.02,0.66,3.6,82.36,42.58,0.005,23.28,1.52,0.5,0.3,8.17,0.025,0.025,0.5,0.04,0.34,0.31,21.78,0.58,1.42,12.73,1,0,0
6076.893,7066.71,1156.0,0.009,6.4,2.92,321.49,1.9,0.05,1.27,0.8,58.98,0.64,3.14,3.65,1.56,15.0,0.08,2.77,2.0,33.24,0.11,568.34,1.82,1.79,7.52,0.5,127.39,106.61,0.02,1.59,9.15,0.5,2.66,61.79,0.81,0.025,16.58,0.08,0.92,3.84,3.83,0.31,17.53,94.14,0,0,0
5653.383,7201.3,1056.0,0.0025,7.98,6.16,538.89,1.14,0.05,3.74,0.09,29.87,15.37,35.07,2.94,4.79,18.98,0.08,2.23,1.28,17.0,2.0,854.46,1.21,2.57,6.1,10.11,971.7,28.56,0.005,1.63,17.57,0.5,1.15,491.71,0.43,0.025,4.14,0.48,0.27,1.2,141.05,0.69,16.47,77.32,0,0,0
5716.123,7160.875,1038.02,0.438,1.42,26.88,77.94,0.31,0.005,0.03,0.05,2.77,1.02,16.41,2.5,1.05,3.02,0.025,0.21,0.61,1.35,0.09,83.53,3.45,0.02,0.39,1.36,88.83,40.83,0.005,17.82,1.22,0.5,0.2,9.27,0.025,0.025,0.43,0.03,0.27,0.47,29.01,0.3,0.88,7.7,1,0,0
5619.311,7058.962,1013.18,0.0025,6.22,4.48,1118.45,1.85,0.17,1.87,0.25,49.3,0.75,13.09,1.96,2.02,16.87,0.08,2.87,3.94,26.07,0.09,373.3,3.12,1.71,7.55,0.73,103.37,130.64,0.005,2.66,8.94,0.5,2.66,340.21,0.73,0.025,11.16,0.09,0.81,3.36,5.65,0.7,28.81,75.69,0,0,0
5560.612,6970.5,1002.42,0.0025,7.29,4.77,261.93,0.87,0.05,3.18,0.36,32.6,16.78,29.47,3.67,4.59,18.69,0.05,1.64,0.9,18.44,1.69,859.39,0.27,2.09,5.14,11.45,832.5,55.51,0.005,4.68,13.66,0.5,1.34,354.93,0.4,0.025,3.85,0.46,0.36,1.92,143.43,0.66,16.92,49.16,0,0,0
5508.585,6987.065,969.0,0.0025,8.46,2.24,818.42,0.98,0.05,2.29,0.11,32.67,17.53,31.92,5.43,5.27,16.23,0.12,1.38,2.14,17.65,1.76,947.15,0.3,2.85,5.5,7.51,741.22,105.25,0.005,1.39,21.54,0.5,1.07,228.63,0.41,0.025,3.65,0.45,1.17,1.04,146.17,1.67,16.95,48.36,0,0,0
5536.363,7110.256,970.0,0.0025,7.54,2.83,363.15,0.89,0.05,2.42,0.21,36.9,16.71,30.26,7.08,5.41,16.53,0.1,1.74,1.41,17.89,2.13,1085.09,0.22,2.55,6.57,10.28,687.38,89.16,0.01,2.19,16.19,0.5,1.19,209.47,0.41,0.025,3.77,0.47,0.61,1.12,179.87,0.47,13.17,58.96,0,0,0
5497.022,7200.974,956.0,0.0025,6.98,3.67,796.3,1.06,0.17,0.24,0.1,57.89,4.06,9.02,8.67,2.42,22.4,0.09,1.73,3.09,35.14,0.48,368.55,0.4,0.39,6.62,2.35,204.27,184.89,0.01,2.16,10.63,0.5,2.91,29.65,0.57,0.025,13.3,0.15,1.26,2.7,31.81,0.78,15.17,59.34,0,0,0
5244.806,7153.649,839.0,0.02,2.24,64.03,108.54,0.27,0.1,0.06,1.97,44.31,4.8,21.86,1.99,2.51,5.69,0.08,0.52,0.64,25.03,0.24,508.1,0.51,0.08,0.88,3.94,276.13,51.6,0.03,9.63,3.98,0.5,1.13,6.54,0.06,0.063,0.83,0.08,0.49,0.21,51.57,0.3,3.37,17.18,0,0,1
5356.395,7056.879,907.18,0.0025,8.69,12.26,589.45,0.98,0.11,2.65,0.14,29.48,17.38,31.46,2.61,5.65,17.42,0.08,1.63,1.04,13.76,2.53,874.05,1.14,2.89,6.03,8.63,751.8,31.46,0.02,1.97,18.89,0.5,1.03,512.57,0.38,0.025,2.4,0.5,0.51,0.84,157.34,0.93,15.62,42.2,0,0,0
5243.787,7153.792,839.0,0.041,3.26,84.92,127.0,0.35,0.15,0.08,2.75,44.86,5.89,29.16,2.45,3.39,7.65,0.06,0.62,0.95,27.01,0.52,561.38,0.53,0.15,1.5,5.46,380.0,60.51,0.02,10.39,5.55,0.5,1.52,9.63,0.09,0.064,1.01,0.13,0.7,0.32,100.55,0.72,3.71,24.9,0,0,1
6221.44,7041.817,1277.0,0.0025,7.01,2.19,489.8,1.43,0.09,1.42,0.06,56.55,2.75,5.28,12.89,2.01,15.5,0.1,2.2,2.19,24.21,0.28,538.86,0.26,2.64,8.53,0.92,402.62,116.65,0.01,2.2,4.16,0.5,1.84,176.93,0.65,0.025,10.19,0.16,0.76,2.87,16.46,2.03,14.5,66.35,0,0,0
6222.612,7041.92,1277.0,0.0025,7.23,2.38,495.31,1.41,0.1,0.63,0.08,42.21,2.85,5.29,11.2,1.9,15.35,0.08,2.34,2.46,25.18,0.32,489.08,0.3,2.31,7.5,0.81,351.38,134.05,0.01,1.77,4.27,0.5,1.81,156.81,0.61,0.025,9.98,0.19,0.94,2.59,16.02,2.65,12.33,71.16,0,0,0
4313.229,7637.361,297.83,0.0025,8.67,91.39,505.88,1.12,0.05,0.04,0.94,44.89,4.79,3.73,8.39,2.15,16.13,0.05,2.02,3.51,26.41,0.23,682.91,1.74,0.08,8.47,4.82,231.11,237.54,0.005,4.09,5.97,0.5,2.44,9.89,0.84,0.025,16.57,0.21,1.84,3.14,39.02,2.0,11.31,48.09,0,0,0
4289.216,7630.576,272.04,0.0025,2.23,90.57,72.9,0.41,0.07,0.03,0.45,14.51,30.05,21.38,1.26,2.77,4.97,0.025,0.33,0.31,5.23,0.71,1252.12,1.54,0.02,2.14,21.01,283.43,21.0,0.005,3.94,2.13,0.5,0.6,3.25,0.18,0.025,2.03,0.09,0.16,0.54,24.74,1.53,3.14,4.83,0,0,0
4307.072,7605.748,277.55,0.0025,0.05,2.14,10.0,0.09,0.05,1.31,0.05,0.24,0.51,23.67,0.12,0.59,0.33,0.025,0.05,0.01,0.25,1.53,199.65,0.44,0.01,0.1,1.82,10.3,0.29,0.005,1.03,0.05,0.5,0.1,24.07,0.025,0.025,0.05,0.0025,0.01,1.28,3.11,0.05,0.48,0.25,0,0,0
4181.874,7636.848,196.69,0.013,7.31,591.69,627.29,1.07,0.05,0.05,2.0,38.66,2.4,6.74,4.54,2.32,14.08,0.07,1.2,3.21,19.29,0.17,1684.99,1.85,0.07,5.53,3.13,293.65,174.01,0.01,8.28,4.84,0.5,3.27,10.86,0.63,0.025,11.76,0.17,1.39,2.96,33.08,1.46,10.47,22.99,0,0,0
4182.324,7636.848,196.69,0.031,6.81,1713.5,573.56,0.88,0.05,0.04,1.3,16.83,1.04,7.11,3.8,3.5,12.21,0.025,1.16,2.93,9.18,0.17,275.26,1.8,0.07,5.28,1.3,269.65,171.53,0.05,12.18,3.87,0.5,4.59,10.62,0.59,0.052,11.69,0.16,1.33,1.65,32.09,1.4,4.91,17.76,0,0,1
4183.024,7636.848,196.69,0.018,8.02,844.16,708.13,1.25,0.05,0.05,1.07,55.85,3.07,6.81,4.24,2.05,14.28,0.09,1.08,3.86,31.27,0.2,210.46,2.15,0.07,7.89,1.73,358.47,204.62,0.01,8.73,4.73,0.5,1.58,6.52,0.81,0.025,14.81,0.19,1.66,2.18,35.21,1.22,11.89,28.61,0,0,0
4183.924,7636.848,196.69,0.018,8.13,869.79,649.03,1.14,0.05,0.05,1.97,57.93,4.32,10.12,5.24,2.19,15.25,0.06,1.48,3.92,27.91,0.2,1063.27,2.19,0.07,7.09,8.5,332.44,206.16,0.01,9.05,4.48,0.5,1.81,12.3,0.77,0.054,16.15,0.19,1.79,2.61,35.82,1.3,13.75,31.28,0,0,1
4136.389,7618.941,183.79,0.005,1.28,36.36,29.99,0.19,0.15,0.02,0.14,10.0,4.94,20.74,0.85,1.57,3.29,0.025,0.11,0.25,3.97,0.29,252.84,1.86,0.01,2.0,8.98,124.1,16.24,0.005,2.13,1.55,0.5,0.46,3.93,0.12,0.025,1.47,0.07,0.11,0.32,16.29,0.88,1.69,2.38,0,0,0
4031.027,7508.127,221.33,0.005,0.14,3.21,28.29,0.31,0.05,10.47,0.08,0.77,1.06,8.62,0.28,0.57,0.51,0.025,0.1,0.02,0.25,4.27,234.68,0.28,0.01,0.28,2.3,91.46,0.82,0.005,2.13,0.21,0.5,0.1,266.62,0.025,0.025,0.1,0.01,0.01,2.06,1.85,0.1,0.51,6.15,0,0,0
4004.911,7451.452,206.06,0.0025,2.2,15.28,10.0,0.5,0.05,20.04,0.97,17.37,29.61,5.51,1.41,2.42,4.6,0.05,0.71,0.06,7.0,5.27,3423.73,0.15,0.01,2.45,19.25,571.99,3.67,0.2,0.69,4.34,1.04,0.32,592.15,0.22,0.025,1.58,0.13,0.05,1.32,65.69,0.33,4.57,29.98,0,1,0
4005.061,7451.452,206.06,0.005,2.87,31.92,183.37,0.67,0.05,24.5,0.36,24.77,33.07,8.63,1.87,1.75,6.37,0.05,1.05,0.35,13.85,3.63,3173.43,0.35,0.02,3.1,19.57,658.78,22.03,0.05,1.25,6.06,1.09,0.43,598.26,0.22,0.05,2.23,0.16,0.13,1.17,47.97,0.42,10.07,53.12,0,1,1
3948.927,7387.505,226.81,0.006,0.07,2.88,10.0,0.06,0.005,5.8,0.12,0.48,0.62,9.93,0.13,0.5,0.53,0.025,0.05,0.005,0.25,1.51,564.46,0.21,0.01,0.1,1.85,20.64,0.18,0.005,1.67,0.11,0.5,0.1,75.42,0.025,0.025,0.05,0.0025,0.01,1.71,3.85,0.05,1.15,1.03,0,0,0
3937.027,7387.505,214.8,0.005,8.33,7.61,1208.7,1.33,0.32,0.83,0.1,43.1,4.18,17.11,8.5,0.88,18.74,0.11,1.68,1.46,27.91,1.22,185.01,0.2,0.28,13.69,11.71,355.72,91.52,0.005,2.0,7.23,0.5,1.49,409.16,1.25,0.073,8.76,0.2,0.88,1.39,129.62,1.71,8.37,44.15,0,0,1
3936.527,7387.505,214.3,0.0025,0.27,2.13,20.13,0.05,0.05,1.06,0.09,1.52,1.09,21.31,0.26,0.51,0.82,0.06,0.05,0.01,0.87,0.25,388.02,0.35,0.01,0.2,2.19,19.99,0.83,0.01,1.39,0.22,0.5,0.1,20.45,0.025,0.025,0.13,0.0025,0.05,2.04,8.09,0.1,0.84,2.58,0,0,0
3936.127,7387.505,214.0,0.006,1.28,5.02,10.0,1.02,0.05,20.27,0.61,5.07,3.76,2.2,0.27,0.78,2.24,0.025,0.51,0.01,2.94,8.32,1077.48,0.2,0.01,1.49,4.63,45.04,0.28,0.005,1.8,1.69,1.07,0.42,464.3,0.13,0.025,0.96,0.05,0.01,2.48,36.85,0.78,2.78,15.35,0,1,0
3935.627,7373.154,213.61,0.0025,8.59,28.28,315.65,2.57,0.33,0.42,0.19,110.5,19.63,82.59,12.48,5.56,21.61,0.15,3.17,2.05,57.72,1.44,411.66,0.77,0.3,23.17,43.94,764.66,149.32,0.005,6.83,24.98,0.5,2.81,173.8,1.62,0.109,16.23,0.7,0.92,3.95,131.36,2.52,35.04,105.71,0,0,1
3880.602,7340.998,137.0,0.0025,0.63,8.75,10.62,0.16,0.5,0.04,3.46,13.25,3.23,23.48,0.23,1.83,1.86,0.05,0.29,0.05,4.92,0.46,627.28,0.46,0.01,1.2,4.05,63.84,2.69,0.33,1.09,0.55,1.09,0.78,1.28,0.08,0.025,1.33,0.07,0.05,0.18,6.59,1.04,2.71,1.1,0,1,0
3880.602,7340.948,137.3,0.015,4.6,195.71,65.47,1.16,6.09,0.18,182.71,122.46,47.36,38.76,3.7,29.03,11.57,0.29,0.76,0.18,63.85,2.68,10187.9,8.65,0.01,10.99,80.81,844.25,12.46,0.34,57.59,7.25,2.91,7.82,13.73,0.77,0.322,12.64,0.39,0.24,2.04,62.83,12.86,48.49,10.9,0,1,1
3880.602,7340.938,137.65,0.0025,1.47,10.11,40.85,0.17,0.35,0.02,0.76,6.32,1.48,25.17,0.66,2.89,4.39,0.07,0.19,0.25,3.06,0.72,1188.07,1.56,0.01,3.62,3.02,114.6,18.49,0.04,4.03,2.65,1.0,1.76,2.12,0.25,0.057,3.48,0.16,0.12,0.37,19.6,2.48,3.36,6.14,0,1,1
3887.125,7344.043,138.0,0.0025,1.64,1.27,19.35,0.2,0.31,21.06,7.55,41.27,1.93,12.74,0.92,3.3,4.65,0.06,0.21,0.12,20.36,1.36,9879.15,0.33,0.01,3.32,3.48,110.17,9.06,0.05,2.44,2.4,0.5,1.89,176.68,0.23,0.025,3.59,0.14,0.09,0.48,20.21,1.84,12.73,5.48,0,0,0
3885.334,7347.289,138.0,0.0025,7.82,72.66,335.64,2.37,1.44,0.07,21.04,61.47,16.14,63.84,10.98,7.83,15.05,0.14,0.91,2.85,33.57,0.81,1804.57,3.1,0.06,16.98,22.29,740.58,151.69,0.03,10.69,12.63,0.5,5.38,29.53,1.07,0.055,9.37,0.54,1.06,1.55,94.08,5.99,14.8,22.06,0,0,1
3885.334,7347.179,138.0,0.008,7.0,132.95,10.0,0.32,12.72,0.17,32.42,92.4,21.83,15.16,1.61,14.76,22.71,0.18,0.85,0.06,40.9,3.47,9730.0,3.66,0.01,5.61,20.23,1002.38,3.48,0.21,97.88,6.1,1.88,4.8,10.42,0.42,0.237,4.31,0.21,0.05,2.08,84.83,12.62,21.06,16.7,0,1,1
3885.334,7347.029,138.0,0.005,2.91,5.89,45.87,0.19,0.39,25.17,49.69,50.55,3.66,13.54,0.81,5.22,8.6,0.08,0.29,0.03,21.52,2.01,12630.96,0.64,0.01,7.65,8.12,154.59,2.03,0.01,3.25,3.7,1.07,3.0,129.94,0.47,0.025,5.76,0.26,0.05,0.54,30.79,4.71,16.3,8.68,0,1,0
3885.334,7346.629,138.0,0.0025,2.69,5.88,18.89,0.24,0.5,0.1,8.23,23.96,2.26,24.41,1.08,4.59,7.12,0.09,0.21,0.18,11.92,1.49,2694.44,0.36,0.01,5.85,8.35,186.67,10.44,0.02,2.05,3.8,0.5,1.94,2.65,0.39,0.025,4.8,0.22,0.1,0.55,25.21,3.08,6.04,6.58,0,0,0
3883.004,7343.405,138.0,0.0025,0.55,5.11,5.0,0.06,0.09,0.05,2.48,4.91,1.66,21.47,0.12,1.21,1.63,0.025,0.05,0.03,2.19,0.24,439.53,0.43,0.01,0.82,2.45,72.04,1.49,0.03,1.63,0.39,0.5,0.55,1.24,0.025,0.025,0.71,0.03,0.05,0.19,5.18,1.09,0.84,0.82,0,0,0
3883.004,7343.405,137.65,0.04,2.41,142.86,10.0,0.45,0.34,0.09,199.07,73.02,24.36,5.43,1.32,16.24,14.91,0.13,0.1,0.05,33.79,0.92,15225.28,4.39,0.01,1.18,15.34,346.76,3.75,0.04,33.53,3.61,6.4,0.93,1.98,0.11,0.025,2.09,0.05,0.09,1.43,34.08,6.56,31.87,2.59,0,1,0
8251.755,8310.912,881.0,0.0025,6.22,16.04,344.96,1.72,0.13,2.12,0.19,53.46,16.24,40.65,9.64,3.72,15.03,0.15,2.18,1.78,25.75,0.79,720.88,0.45,0.63,14.47,19.5,721.17,88.3,0.02,2.28,14.55,0.5,1.54,105.01,0.75,0.025,7.48,0.4,0.47,2.0,94.06,1.48,28.12,104.48,0,0,0
8260.229,8339.02,890.0,0.0025,7.87,11.17,649.94,0.43,0.005,3.44,0.1,15.99,20.09,74.93,21.94,5.99,17.26,0.11,1.5,3.8,7.85,2.22,1609.0,0.38,0.23,3.03,5.91,661.88,126.49,0.01,0.58,27.6,0.5,0.86,84.49,0.17,0.025,1.55,0.42,0.65,0.52,146.85,0.3,20.7,49.61,0,0,0
8283.833,8336.032,900.0,0.0025,8.96,0.97,219.14,0.69,0.05,5.62,0.14,16.02,24.33,94.83,1.47,5.35,16.69,0.15,1.81,0.5,8.75,3.03,1157.98,0.74,1.72,2.99,12.42,801.74,3.64,0.01,0.32,29.19,0.5,0.77,497.44,0.22,0.025,2.0,0.51,0.05,0.72,228.3,0.21,21.12,67.98,0,0,0
8118.083,8580.602,933.22,0.0025,8.91,1.87,18.05,0.54,0.05,2.44,0.09,26.09,17.41,37.24,18.04,5.49,16.07,0.11,2.34,0.03,13.33,0.99,1118.82,0.66,4.12,3.37,16.08,1144.48,1.45,0.02,0.81,24.67,0.5,0.98,225.1,0.26,0.025,3.05,0.48,0.01,0.76,87.92,0.33,21.43,88.23,0,0,0
8119.451,8580.064,926.0,0.0025,7.96,2.63,451.7,0.73,0.05,6.0,0.13,31.46,19.58,40.32,2.04,5.87,21.49,0.2,2.54,0.94,12.41,1.91,1167.38,0.45,2.04,4.27,13.19,857.17,11.74,0.005,1.84,27.6,0.5,1.0,732.94,0.28,0.025,3.48,0.48,0.12,0.91,176.18,0.29,30.02,100.98,0,0,0
8247.33,8642.427,1007.0,0.191,8.19,2052.31,408.46,1.4,0.21,0.17,0.47,45.51,15.04,32.98,17.14,3.69,17.16,0.15,1.69,2.99,25.68,0.23,582.65,6.03,0.09,7.31,4.46,442.72,174.52,0.005,2291.4,13.33,1.03,1.85,35.8,0.5,0.055,5.04,0.38,1.85,1.4,108.45,7.62,13.16,67.79,1,1,1
8247.712,8643.854,1008.0,0.176,8.51,1579.4,426.1,1.28,0.12,0.18,0.52,46.11,11.4,35.81,17.84,5.67,16.4,0.17,2.55,2.3,31.59,0.21,421.6,5.39,0.06,6.63,4.8,299.07,130.44,0.005,4397.2,12.21,1.0,1.5,32.78,0.41,0.025,5.45,0.48,1.58,3.19,262.6,3.35,14.78,99.61,1,1,0
7634.055,9150.665,936.0,0.0025,7.82,8.71,346.08,0.76,0.06,3.28,0.1,30.28,20.82,49.83,9.3,6.16,17.07,0.18,2.65,1.68,15.06,2.15,1119.11,0.39,2.04,4.07,15.56,1059.16,97.1,0.005,4.74,26.49,1.0,0.9,470.28,0.24,0.025,3.77,0.46,0.63,0.64,103.49,0.62,28.64,90.84,0,1,0
7613.912,9173.874,961.0,0.0025,8.36,3.69,129.25,0.82,0.05,6.08,0.12,26.91,20.13,41.28,2.64,5.02,17.27,0.13,1.86,0.2,12.28,2.18,1244.94,0.57,1.85,4.73,14.91,850.48,2.42,0.005,1.75,21.51,1.05,0.94,501.96,0.28,0.025,2.61,0.44,0.05,0.72,205.23,0.29,21.65,56.19,0,1,0
7413.037,9176.006,930.3,0.005,10.56,47.52,284.11,0.57,0.06,0.29,0.21,22.84,23.97,71.67,3.63,5.86,19.87,0.07,1.78,0.78,8.36,0.14,739.6,11.07,0.87,3.72,14.95,961.64,25.88,0.01,10.98,26.4,0.5,0.83,81.99,0.23,0.025,2.74,0.5,0.28,0.66,271.98,2.9,16.05,54.15,0,0,0
7342.329,9283.829,938.0,0.0025,7.11,0.97,998.73,1.88,0.05,0.91,0.64,55.69,0.66,6.06,1.81,1.36,15.27,0.05,3.15,2.8,28.26,0.08,547.35,0.82,2.71,8.56,0.63,78.05,102.69,0.005,3.52,7.34,0.5,2.51,155.51,0.77,0.025,15.17,0.08,0.98,3.59,3.87,0.49,31.46,74.47,0,0,0
7311.601,9215.031,946.0,0.0025,7.99,3.2,511.52,0.71,0.05,5.67,0.17,26.31,18.19,52.05,1.11,5.48,17.11,0.2,2.3,0.45,12.6,2.52,1345.75,0.59,2.1,3.77,12.39,906.32,6.45,0.005,5.0,24.98,0.5,0.86,708.87,0.27,0.025,2.66,0.54,0.16,0.83,211.74,0.4,27.16,80.77,0,0,0
7310.607,9216.457,947.0,0.0025,7.09,1.77,1186.45,1.83,0.05,0.69,0.32,56.07,1.06,17.33,1.56,1.74,16.81,0.07,3.33,3.51,31.5,0.11,723.18,0.64,2.34,8.82,0.76,112.16,129.13,0.005,3.67,7.82,0.5,2.78,199.93,0.69,0.025,14.89,0.08,1.3,3.97,7.87,1.21,30.57,96.34,0,0,0
7360.476,9291.407,938.0,0.0025,6.48,1.19,1004.3,2.01,0.05,0.63,0.98,57.1,0.54,6.5,1.78,1.6,16.14,0.08,2.55,2.86,29.2,0.06,610.56,0.64,2.48,8.47,0.79,99.95,109.28,0.005,3.68,8.01,0.5,2.48,141.55,0.72,0.025,16.94,0.07,0.99,3.35,4.67,0.38,23.62,73.34,0,0,0
7652.489,9380.671,1004.9,0.005,9.84,430.32,457.21,1.11,0.08,0.08,0.06,38.83,4.44,20.14,12.88,4.26,22.25,0.09,2.52,3.31,20.04,0.23,310.71,1.69,0.07,7.28,0.9,732.65,195.07,0.005,41.93,16.46,0.5,1.76,9.92,0.5,0.025,6.58,0.41,3.21,1.38,119.17,1.82,11.04,98.68,0,0,0
7777.329,9421.947,1001.08,0.0025,6.56,16.56,340.3,1.33,0.08,0.03,0.12,53.11,0.3,2.77,5.41,0.99,15.9,0.025,3.97,2.24,22.0,0.08,69.19,2.88,0.08,6.76,0.62,107.58,101.23,0.005,15.05,8.87,0.5,3.2,7.95,0.61,0.025,13.9,0.08,1.01,3.58,4.92,1.07,19.63,116.39,0,0,0
7777.029,9421.947,1001.08,0.047,1.43,55.45,136.35,0.32,1.38,0.02,0.33,7.83,0.57,30.73,1.59,1.05,6.14,0.025,0.38,0.5,4.14,0.03,68.15,35.45,0.02,1.23,1.53,109.8,24.41,0.005,77.9,1.08,0.5,4.74,7.46,0.12,0.121,1.91,0.03,0.25,0.54,7.23,0.39,2.54,28.55,0,0,1
7646.665,9257.735,960.0,0.011,1.96,166.83,120.08,0.32,0.29,0.06,0.17,18.49,1.19,22.94,2.48,0.93,3.77,0.025,1.06,0.67,11.11,0.05,138.27,3.49,0.05,2.0,1.3,116.86,31.38,0.005,47.51,2.94,0.5,0.82,10.97,0.16,0.025,2.98,0.1,0.3,0.89,24.05,0.54,5.26,36.52,0,0,0
7969.405,9071.236,1033.0,0.0025,7.96,7.95,612.08,1.77,0.3,1.28,0.45,38.83,12.54,22.74,7.93,4.64,19.03,0.1,3.3,1.81,20.13,0.97,588.67,0.26,0.77,6.48,6.44,1178.46,108.86,0.02,1.73,14.07,0.5,1.63,90.75,0.43,0.025,8.42,0.34,0.71,1.82,105.02,1.19,21.49,123.53,0,0,0
7969.636,9072.241,1034.0,0.0025,5.96,1.68,491.02,1.73,0.05,2.16,0.17,36.17,0.57,4.22,5.97,1.41,21.04,0.06,3.52,2.01,16.71,0.05,440.3,4.35,1.87,7.43,0.51,96.27,72.2,0.01,4.15,8.14,0.5,2.12,181.02,0.66,0.025,9.74,0.07,0.73,2.87,4.09,1.02,20.78,135.43,0,0,0
7983.101,9073.868,1036.0,0.0025,6.38,3.94,297.13,2.29,0.05,0.11,0.48,66.4,0.6,1.91,5.62,1.43,18.86,0.05,4.07,1.84,26.7,0.05,266.12,0.45,2.31,7.12,0.5,96.58,89.88,0.005,1.84,9.03,0.5,1.85,86.98,0.65,0.025,15.4,0.07,0.65,3.66,4.39,0.57,20.52,132.93,0,0,0
7830.852,9255.068,1008.92,0.0025,7.66,2.17,555.58,1.59,0.19,3.06,3.22,53.3,6.47,12.55,8.68,4.47,17.73,0.19,2.23,1.13,51.77,1.05,614.07,0.47,1.28,7.29,18.03,571.78,52.03,0.005,0.61,4.62,0.5,2.3,193.11,0.61,0.025,10.81,0.2,0.47,3.29,94.94,0.67,53.61,63.62,0,0,0
7837.047,9323.753,1021.0,0.0025,8.26,27.6,516.41,1.47,0.05,0.49,2.76,59.18,8.23,22.42,16.92,3.72,19.32,0.11,2.76,2.64,24.46,0.12,730.08,3.78,0.41,9.31,4.43,964.63,102.93,0.01,13.65,11.4,0.5,1.55,151.89,0.64,0.025,11.99,0.47,1.09,2.32,102.12,1.48,19.27,114.5,0,0,0
7118.649,9357.443,984.0,0.0025,10.03,0.8,305.45,0.84,0.05,5.7,0.14,23.54,19.2,48.62,0.9,5.15,16.29,0.12,2.0,0.81,8.97,2.96,1163.21,0.84,1.91,3.64,14.18,951.55,4.82,0.01,0.66,23.83,0.5,0.89,573.24,0.24,0.025,2.02,0.49,0.05,0.55,171.68,0.21,19.93,72.28,0,0,0
7498.381,9379.659,1057.0,0.0025,2.02,506.78,452.69,0.37,0.05,0.04,0.51,12.94,9.02,17.19,5.23,4.41,4.46,0.025,0.53,0.66,4.84,0.07,2460.29,1.54,0.04,1.33,2.39,457.59,32.07,0.01,84.6,3.6,0.5,0.43,10.42,0.1,0.025,0.96,0.11,0.49,0.65,41.56,0.42,4.41,16.2,0,0,0
7114.945,9343.175,979.0,0.0025,7.75,14.73,823.16,0.72,0.05,3.35,0.2,22.73,18.71,44.11,21.63,5.53,14.52,0.08,1.75,2.04,8.65,1.74,954.14,0.23,1.76,2.98,11.15,838.22,62.02,0.005,2.88,20.58,0.5,0.87,496.53,0.2,0.025,1.66,0.44,0.28,0.5,105.76,0.2,20.31,51.33,0,0,0
6949.532,9387.872,916.0,0.0025,7.18,1.38,593.0,1.61,0.05,1.63,0.15,72.15,11.35,6.88,8.04,5.27,16.18,0.11,1.83,2.13,32.58,0.65,798.73,0.15,1.64,10.02,3.28,1022.57,81.06,0.01,1.56,12.34,0.5,1.86,158.2,0.7,0.025,5.24,0.5,0.32,0.93,55.69,0.85,31.53,94.19,0,0,0
7791.561,9130.511,1028.72,0.0025,10.85,3.57,1110.98,1.48,0.06,3.33,0.16,55.49,12.69,31.94,6.68,5.6,24.64,0.09,3.37,1.41,22.1,1.6,825.0,0.22,2.76,7.4,4.17,910.93,48.17,0.005,0.67,15.9,0.5,1.92,452.65,0.52,0.025,5.75,0.45,0.37,1.92,125.02,0.85,21.1,114.83,0,0,0
7474.984,9394.083,1040.08,0.0025,1.97,7.49,215.33,0.45,0.05,0.39,0.1,19.22,2.75,18.67,3.3,8.65,6.55,0.05,0.39,0.45,11.25,0.36,479.74,2.06,0.18,1.02,1.75,1155.05,27.71,0.005,4.23,2.52,0.5,0.4,21.02,0.05,0.025,0.72,0.04,0.13,2.38,232.41,3.52,9.32,16.61,0,0,0
